dataset,record_id,source_path,hypnogram_path,artifact_dir,failure_path,recording_db_id,n_epochs,valid_ratio
dodh,095d6e40-5f19-55b6-a0ec-6e0ad3793da0,/home/andy/Datasets/dodh/dodh/095d6e40-5f19-55b6-a0ec-6e0ad3793da0.h5,/hypnogram,,,4bed7ec2-4aa8-46dd-b85c-480f0a032835,1192,1.0
dodh,0d79f4b1-e74f-5e87-8e42-f9dd7112ada5,/home/andy/Datasets/dodh/dodh/0d79f4b1-e74f-5e87-8e42-f9dd7112ada5.h5,/hypnogram,,,751d2dbe-391d-46ef-9a77-295931775248,968,0.996900826446281
dodh,119f9726-eb4c-5a0e-a7bb-9e15256149a1,/home/andy/Datasets/dodh/dodh/119f9726-eb4c-5a0e-a7bb-9e15256149a1.h5,/hypnogram,,,26501fa6-dcf8-4a4c-b8eb-dc8fb2914229,932,1.0
dodh,14c012bd-65b0-56f5-bc74-2dffcea69837,/home/andy/Datasets/dodh/dodh/14c012bd-65b0-56f5-bc74-2dffcea69837.h5,/hypnogram,,,b8eb669a-6dff-4306-8df0-d2af6b996c43,969,1.0
dodh,18ede714-aba3-5ad8-bb1a-18fc9b1c4192,/home/andy/Datasets/dodh/dodh/18ede714-aba3-5ad8-bb1a-18fc9b1c4192.h5,/hypnogram,,,a7d5d426-c3ee-486d-ae45-f4bd3c1e3cd2,995,1.0
dodh,1da3544e-dc5c-5795-adc3-f5068959211f,/home/andy/Datasets/dodh/dodh/1da3544e-dc5c-5795-adc3-f5068959211f.h5,/hypnogram,,,22368fa5-e533-4965-b6a3-99f464b91724,955,1.0
dodh,1fa6c401-d819-50f5-8146-a0bb9e2b2516,/home/andy/Datasets/dodh/dodh/1fa6c401-d819-50f5-8146-a0bb9e2b2516.h5,/hypnogram,,,532f00d7-573f-4950-8369-ba59bd0ee605,986,1.0
dodh,25a6b2b0-4d09-561b-82c6-f09bb271d3be,/home/andy/Datasets/dodh/dodh/25a6b2b0-4d09-561b-82c6-f09bb271d3be.h5,/hypnogram,,,5c63299f-4be8-4e25-a430-00ca199512c3,1063,1.0
dodh,37d0da97-9ae8-5413-b889-4e843ff35488,/home/andy/Datasets/dodh/dodh/37d0da97-9ae8-5413-b889-4e843ff35488.h5,/hypnogram,,,f790993e-f972-4239-a968-716c00906032,1011,1.0
dodh,3e842aa8-bcd9-521e-93a2-72124233fe2c,/home/andy/Datasets/dodh/dodh/3e842aa8-bcd9-521e-93a2-72124233fe2c.h5,/hypnogram,,,411bd6a1-f49c-4259-98f5-81417506848a,620,1.0
dodh,5bf0f969-304c-581e-949c-50c108f62846,/home/andy/Datasets/dodh/dodh/5bf0f969-304c-581e-949c-50c108f62846.h5,/hypnogram,,,d947079e-7320-4a17-b837-e57dbfebb938,947,1.0
dodh,64959ac4-53b5-5868-a845-c7476e9fdf7b,/home/andy/Datasets/dodh/dodh/64959ac4-53b5-5868-a845-c7476e9fdf7b.h5,/hypnogram,,,fa19f64c-51b9-44bc-b13c-6eb41de0aba3,990,1.0
dodh,67fa8e29-6f4d-530e-9422-bbc3aca86ed0,/home/andy/Datasets/dodh/dodh/67fa8e29-6f4d-530e-9422-bbc3aca86ed0.h5,/hypnogram,,,035c39e4-f3c4-4906-a882-ef256eaa30f5,1046,1.0
dodh,769df255-2284-50b3-8917-2155c759fbbd,/home/andy/Datasets/dodh/dodh/769df255-2284-50b3-8917-2155c759fbbd.h5,/hypnogram,,,95d8be24-e771-4275-ae7a-2d620ecb82a6,929,1.0
dodh,7ab8ff5f-a77f-567d-9882-f8bee0c3c9bf,/home/andy/Datasets/dodh/dodh/7ab8ff5f-a77f-567d-9882-f8bee0c3c9bf.h5,/hypnogram,,,6bc20466-354c-47a8-bd25-7f68f6b5ec3a,989,1.0
dodh,7d778801-88e7-5086-ad1d-70f31a371876,/home/andy/Datasets/dodh/dodh/7d778801-88e7-5086-ad1d-70f31a371876.h5,/hypnogram,,,54402c5d-0c4f-49b4-8aeb-285b0555dfc9,999,1.0
dodh,844f68ba-265e-53e6-bf47-6c85d1804a7b,/home/andy/Datasets/dodh/dodh/844f68ba-265e-53e6-bf47-6c85d1804a7b.h5,/hypnogram,,,e53682b3-559f-4953-978b-0981d868e63b,957,1.0
dodh,a25b2296-343b-53f6-8792-ada2669d466e,/home/andy/Datasets/dodh/dodh/a25b2296-343b-53f6-8792-ada2669d466e.h5,/hypnogram,,,6349be90-e35c-469c-9e92-363c371c4679,1008,1.0
dodh,a30245e3-4a71-565f-9636-92e7d2e825fc,/home/andy/Datasets/dodh/dodh/a30245e3-4a71-565f-9636-92e7d2e825fc.h5,/hypnogram,,,7577e1ab-66cf-4f3b-a878-a262054f1b88,1122,1.0
dodh,a4568951-bf87-5bbc-bc4f-28e93c360be6,/home/andy/Datasets/dodh/dodh/a4568951-bf87-5bbc-bc4f-28e93c360be6.h5,/hypnogram,,,ff32f984-771b-4c59-a834-816bfc5ab0e6,975,1.0
dodh,aa160c78-6da3-5e05-8fc9-d6c13e9f97e0,/home/andy/Datasets/dodh/dodh/aa160c78-6da3-5e05-8fc9-d6c13e9f97e0.h5,/hypnogram,,,2a3fa418-cfb1-470d-accc-d7b5cf31bccd,1010,1.0
dodh,b5d5785d-87ee-5078-b9b9-aac6abd4d8de,/home/andy/Datasets/dodh/dodh/b5d5785d-87ee-5078-b9b9-aac6abd4d8de.h5,/hypnogram,,,a0e31bc0-1bd6-4256-bb71-8bb011b7a76a,918,1.0
dodh,bb474ab0-c2ce-573b-8acd-ef86b0fa26a2,/home/andy/Datasets/dodh/dodh/bb474ab0-c2ce-573b-8acd-ef86b0fa26a2.h5,/hypnogram,,,b8893a2d-9f33-43ce-995f-8dac0f2ee47d,1142,1.0
dodh,d3cadb78-cb8c-5a6e-885c-392e457c68b1,/home/andy/Datasets/dodh/dodh/d3cadb78-cb8c-5a6e-885c-392e457c68b1.h5,/hypnogram,,,54acb1f6-1fb9-477c-bf77-9da06b3b6730,982,1.0
dodh,f2a69bdc-ed51-5e3f-b102-6b3f7d392be0,/home/andy/Datasets/dodh/dodh/f2a69bdc-ed51-5e3f-b102-6b3f7d392be0.h5,/hypnogram,,,45a6f020-5171-47ec-8bec-8a647b0ffd82,960,1.0
dodh,0d79f4b1-e74f-5e87-8e42-f9dd7112ada5,/home/andy/Datasets/dodh/single_test/0d79f4b1-e74f-5e87-8e42-f9dd7112ada5.h5,/hypnogram,,,e52246f4-bc47-4d09-8964-5f0a68bfa421,968,0.996900826446281
dodh,0d79f4b1-e74f-5e87-8e42-f9dd7112ada5,/home/andy/Datasets/dodh/validation_subset/0d79f4b1-e74f-5e87-8e42-f9dd7112ada5.h5,/hypnogram,,,505be011-5eec-4d02-be94-c6c0585eec6f,968,0.996900826446281
dodh,14c012bd-65b0-56f5-bc74-2dffcea69837,/home/andy/Datasets/dodh/validation_subset/14c012bd-65b0-56f5-bc74-2dffcea69837.h5,/hypnogram,,,e480a6f1-e809-4ff9-9d12-b3e7c9a0a28b,969,1.0
dodh,3e842aa8-bcd9-521e-93a2-72124233fe2c,/home/andy/Datasets/dodh/validation_subset/3e842aa8-bcd9-521e-93a2-72124233fe2c.h5,/hypnogram,,,b6745b9d-dc77-4be1-96a6-b823a07e3ca7,620,1.0
dodh,7d778801-88e7-5086-ad1d-70f31a371876,/home/andy/Datasets/dodh/validation_subset/7d778801-88e7-5086-ad1d-70f31a371876.h5,/hypnogram,,,bf73c74a-bcd4-4ed8-8c84-d5c20c4427de,999,1.0
dodh,b5d5785d-87ee-5078-b9b9-aac6abd4d8de,/home/andy/Datasets/dodh/validation_subset/b5d5785d-87ee-5078-b9b9-aac6abd4d8de.h5,/hypnogram,,,feffbc98-6b8e-43cd-a556-9b411e3ce32e,918,1.0
dodh,f2a69bdc-ed51-5e3f-b102-6b3f7d392be0,/home/andy/Datasets/dodh/validation_subset/f2a69bdc-ed51-5e3f-b102-6b3f7d392be0.h5,/hypnogram,,,125f4d80-3bea-4b98-b36e-d33e5a33760c,960,1.0
cap,brux1,/home/andy/Datasets/capslpdb-1.0.0/brux1.edf,/home/andy/Datasets/capslpdb-1.0.0/brux1.txt,,/home/andy/Projects/Noctis/out/db_ingest_pretrain/cap/failures/brux1_a54824af28.failure.json,,0,0.0
cap,brux2,/home/andy/Datasets/capslpdb-1.0.0/brux2.edf,/home/andy/Datasets/capslpdb-1.0.0/brux2.txt,,,03fdd151-986c-45a2-8b0d-dd527e71b9fb,1037,0.9922854387656702
cap,ins1,/home/andy/Datasets/capslpdb-1.0.0/ins1.edf,/home/andy/Datasets/capslpdb-1.0.0/ins1.txt,,,ddc261fd-2778-482e-add9-221502f6f934,916,0.9890829694323144
cap,ins2,/home/andy/Datasets/capslpdb-1.0.0/ins2.edf,/home/andy/Datasets/capslpdb-1.0.0/ins2.txt,,,415516b6-0e88-45bd-8311-68acd13a7fcc,1675,1.0
cap,ins3,/home/andy/Datasets/capslpdb-1.0.0/ins3.edf,/home/andy/Datasets/capslpdb-1.0.0/ins3.txt,,,d161a184-894f-4355-acc3-2f5af4ea6466,867,0.9873125720876585
cap,ins4,/home/andy/Datasets/capslpdb-1.0.0/ins4.edf,/home/andy/Datasets/capslpdb-1.0.0/ins4.txt,,,7e4c39b1-082d-419b-baac-a8cfde89da0d,733,0.9795361527967258
cap,ins5,/home/andy/Datasets/capslpdb-1.0.0/ins5.edf,/home/andy/Datasets/capslpdb-1.0.0/ins5.txt,,,3e58ecb3-73ae-4a6b-962a-66eca16583ac,1720,1.0
cap,ins6,/home/andy/Datasets/capslpdb-1.0.0/ins6.edf,/home/andy/Datasets/capslpdb-1.0.0/ins6.txt,,,4e1f770f-a3fd-4000-9a2b-03300185d104,1057,1.0
cap,ins7,/home/andy/Datasets/capslpdb-1.0.0/ins7.edf,/home/andy/Datasets/capslpdb-1.0.0/ins7.txt,,,fbbe307c-6548-42e5-9de4-9c378cf009cb,1483,1.0
cap,ins8,/home/andy/Datasets/capslpdb-1.0.0/ins8.edf,/home/andy/Datasets/capslpdb-1.0.0/ins8.txt,,,8045777e-39dc-44e3-93e2-5fc2547a2e5a,840,0.9916666666666667
cap,ins9,/home/andy/Datasets/capslpdb-1.0.0/ins9.edf,/home/andy/Datasets/capslpdb-1.0.0/ins9.txt,,,3587713c-8e61-4ffe-85fa-552bac0fd7f6,1050,1.0
cap,n1,/home/andy/Datasets/capslpdb-1.0.0/n1.edf,/home/andy/Datasets/capslpdb-1.0.0/n1.txt,,,c5d3199d-da0f-4e16-ac01-a1d97c38bbc5,1147,0.993897122929381
cap,n10,/home/andy/Datasets/capslpdb-1.0.0/n10.edf,/home/andy/Datasets/capslpdb-1.0.0/n10.txt,,,5d032d19-e32f-4e09-bc90-6ded20f1d532,860,0.9906976744186047
cap,n11,/home/andy/Datasets/capslpdb-1.0.0/n11.edf,/home/andy/Datasets/capslpdb-1.0.0/n11.txt,,,bfcff51b-1e35-4651-b5ac-1ae7ddeaf60b,1053,0.9981006647673314
cap,n12,/home/andy/Datasets/capslpdb-1.0.0/n12.edf,/home/andy/Datasets/capslpdb-1.0.0/n12.txt,,,3539bdb9-6f05-48ba-8ac4-d777c0214c95,990,0.9939393939393939
cap,n13,/home/andy/Datasets/capslpdb-1.0.0/n13.edf,/home/andy/Datasets/capslpdb-1.0.0/n13.txt,,,7aa8ddfe-3d24-4785-a5ac-64f31816e935,970,0.9814432989690721
cap,n14,/home/andy/Datasets/capslpdb-1.0.0/n14.edf,/home/andy/Datasets/capslpdb-1.0.0/n14.txt,,,94366c16-3468-4173-bd48-f18c9540a85a,968,0.996900826446281
cap,n15,/home/andy/Datasets/capslpdb-1.0.0/n15.edf,/home/andy/Datasets/capslpdb-1.0.0/n15.txt,,,d77b8909-24ed-483e-9810-10f21979f80b,977,0.9989764585465711
cap,n16,/home/andy/Datasets/capslpdb-1.0.0/n16.edf,/home/andy/Datasets/capslpdb-1.0.0/n16.txt,,,059dcdf7-b658-4ea2-bedb-9532a0c0a393,1027,0.0
cap,n2,/home/andy/Datasets/capslpdb-1.0.0/n2.edf,/home/andy/Datasets/capslpdb-1.0.0/n2.txt,,,a76550be-ff30-40b3-9ad7-e6ae3bf16456,1000,0.999
cap,n3,/home/andy/Datasets/capslpdb-1.0.0/n3.edf,/home/andy/Datasets/capslpdb-1.0.0/n3.txt,,,70730b31-7a75-46ec-bdfc-2c9f10d02a20,1001,0.998001998001998
cap,n4,/home/andy/Datasets/capslpdb-1.0.0/n4.edf,/home/andy/Datasets/capslpdb-1.0.0/n4.txt,,,d9df61ec-2b69-4cef-9a7d-49ad0334ff9a,1011,0.9683481701285855
